Constraint ID,Pattern,File/Lines,Type
RHI-5,binary-flag-check,org/mozilla/javascript/IdScriptableObject.java:219,manual
RHI-6,null-check,org/mozilla/javascript/ScriptableObject.java:1566,manual
RHI-6,null-check,org/mozilla/javascript/ScriptableObject.java:1347,tool-assisted
RHI-7,null-check,org/mozilla/javascript/ScriptableObject.java:1566,manual
RHI-8,binary-flag-check,org/mozilla/javascript/IdScriptableObject.java:241,manual
RHI-9,binary-comparison,org/mozilla/javascript/ScriptRuntime.java:1569,manual
RHI-9,binary-comparison,org/mozilla/javascript/ScriptRuntime.java:1634,tool-assisted
RHI-9,binary-comparison,org/mozilla/javascript/ScriptRuntime.java:1893,tool-assisted
RHI-9,binary-comparison,org/mozilla/javascript/ScriptRuntime.java:3306,tool-assisted
SWA-1,null-check,gov/usgs/volcanoes/core/data/file/WinDataFile.java:205,manual
SWA-1,null-check,gov/usgs/volcanoes/swarm/data/FileDataSource.java:122,tool-assisted
SWA-1,null-check,gov/usgs/volcanoes/swarm/data/FileDataSource.java:210,tool-assisted
SWA-1,null-check,gov/usgs/volcanoes/swarm/wave/WaveClipboardFrame.java:864,tool-assisted
SWA-10,binary-comparison,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:816,manual
SWA-10,binary-comparison,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:758,tool-assisted
SWA-11,boolean-property,gov/usgs/volcanoes/core/legacy/plot/render/wave/SpectraRenderer.java:123,manual
SWA-11,boolean-property,gov/usgs/volcanoes/core/math/Spectra.java:124,tool-assisted
SWA-12,boolean-property,gov/usgs/volcanoes/core/legacy/plot/render/wave/SpectrogramRenderer.java:191,manual
SWA-13,boolean-property,gov/usgs/volcanoes/core/legacy/plot/render/wave/SpectrogramRenderer.java:191,manual
SWA-14,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:1123,manual
SWA-14,boolean-property,gov/usgs/volcanoes/swarm/map/MapMiniPanel.java:703,tool-assisted
SWA-14,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:1223,tool-assisted
SWA-14,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:1269,tool-assisted
SWA-14,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:1333,tool-assisted
SWA-14,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:1406,tool-assisted
SWA-14,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:1435,tool-assisted
SWA-15,boolean-property,gov/usgs/volcanoes/core/data/Wave.java:899,manual
SWA-16,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:283,manual
SWA-16,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:640,tool-assisted
SWA-16,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:845,tool-assisted
SWA-17,if-chain,gov/usgs/volcanoes/core/quakeml/Pick.java:38,manual
SWA-18,binary-comparison,gov/usgs/volcanoes/swarm/event/PickSettings.java:73,manual
SWA-19,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveClipboardFrame.java:283,manual
SWA-19,boolean-property,gov/usgs/volcanoes/swarm/map/SpLayer.java:48,tool-assisted
SWA-2,binary-comparison,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:613,manual
SWA-2,binary-comparison,gov/usgs/volcanoes/swarm/wave/MultiMonitor.java:549,tool-assisted
SWA-2,binary-comparison,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:283,tool-assisted
SWA-2,binary-comparison,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:284,tool-assisted
SWA-2,binary-comparison,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:295,tool-assisted
SWA-2,binary-comparison,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:296,tool-assisted
SWA-2,binary-comparison,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:754,tool-assisted
SWA-2,binary-comparison,gov/usgs/volcanoes/swarm/wave/WaveViewSettingsToolbar.java:134,tool-assisted
SWA-20,binary-comparison,gov/usgs/volcanoes/swarm/event/EventDialog.java:974,manual
SWA-21,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:640,manual
SWA-21,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:283,tool-assisted
SWA-21,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:845,tool-assisted
SWA-22,assign-constant,gov/usgs/volcanoes/swarm/wave/WaveViewerFrame.java:78,manual
SWA-23,binary-comparison,gov/usgs/volcanoes/core/data/RSAMData.java:202,manual
SWA-24,constant-argument,gov/usgs/volcanoes/swarm/data/FileDataSource.java:204,manual
SWA-25,external,src/main/java/gov/usgs/volcanoes/swarm/wave/WaveViewSettingsDialog.java:295,manual
SWA-26,external,src/main/java/gov/usgs/volcanoes/swarm/rsam/RsamViewSettingsDialog.java:211,manual
SWA-27,binary-comparison,src/main/java/gov/usgs/volcanoes/swarm/map/MapSettingsDialog.java:286,manual
SWA-3,constant-argument,gov/usgs/volcanoes/swarm/SwarmConfig.java:351,manual
SWA-4,assign-constant,gov/usgs/volcanoes/swarm/heli/HelicorderViewerSettings.java:48,manual
SWA-5,assign-constant,gov/usgs/volcanoes/swarm/wave/WaveViewSettings.java:103,manual
SWA-6,binary-comparison,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:816,manual
SWA-6,binary-comparison,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:758,tool-assisted
SWA-7,boolean-property,gov/usgs/volcanoes/swarm/map/MapMiniPanel.java:829,manual
SWA-7,boolean-property,gov/usgs/volcanoes/swarm/wave/WaveViewPanel.java:634,tool-assisted
SWA-8,boolean-property,gov/usgs/volcanoes/core/legacy/plot/render/wave/SpectraRenderer.java:157,manual
SWA-9,boolean-property,gov/usgs/volcanoes/core/legacy/plot/render/wave/SpectraRenderer.java:157,manual
UML-1,null-empty-check,org/argouml/ui/ProjectBrowser.java:691,manual
UML-10,constant-argument,org/argouml/notation/NotationSettings.java:139,manual
UML-11,boolean-property,org/argouml/notation/providers/uml/AssociationEndNameNotationUml.java:236,manual
UML-11,boolean-property,org/argouml/kernel/ProjectSettings.java:414,tool-assisted
UML-11,boolean-property,org/argouml/notation/NotationSettings.java:507,tool-assisted
UML-11,boolean-property,org/argouml/notation/providers/java/AssociationNameNotationJava.java:112,tool-assisted
UML-11,boolean-property,org/argouml/notation/providers/java/ModelElementNameNotationJava.java:247,tool-assisted
UML-11,boolean-property,org/argouml/notation/providers/uml/AssociationNameNotationUml.java:150,tool-assisted
UML-11,boolean-property,org/argouml/notation/providers/uml/AttributeNotationUml.java:580,tool-assisted
UML-11,boolean-property,org/argouml/notation/providers/uml/ModelElementNameNotationUml.java:104,tool-assisted
UML-11,boolean-property,org/argouml/notation/providers/uml/OperationNotationUml.java:540,tool-assisted
UML-11,boolean-property,org/argouml/uml/diagram/static_structure/ui/FigPackage.java:569,manual
UML-12,constant-argument,org/argouml/notation/NotationSettings.java:134,manual
UML-12,constant-argument,org/argouml/configuration/Configuration.java:270,manual
UML-12,constant-argument,org/argouml/notation/ui/SettingsTabNotation.java:260,manual
UML-13,boolean-property,src/argouml-app/src/org/argouml/notation/providers/uml/AttributeNotationUml.java:590,manual
UML-13,boolean-property,org/argouml/kernel/ProjectSettings.java:469,tool-assisted
UML-14,constant-argument,org/argouml/notation/NotationSettings.java:136,manual
UML-14,constant-argument,org/argouml/configuration/Configuration.java:270,manual
UML-15,boolean-property,org/argouml/notation/providers/uml/AttributeNotationUml.java:614,manual
UML-15,boolean-property,org/argouml/kernel/ProjectSettings.java:580,tool-assisted
UML-15,boolean-property,org/argouml/notation/providers/uml/OperationNotationUml.java:571,tool-assisted
UML-15,boolean-property,org/argouml/uml/diagram/ui/FigAssociation.java:748,manual
UML-16,boolean-property,org/argouml/notation/providers/uml/AttributeNotationUml.java:595,manual
UML-16,boolean-property,org/argouml/kernel/ProjectSettings.java:636,tool-assisted
UML-16,boolean-property,org/argouml/notation/providers/uml/OperationNotationUml.java:555,tool-assisted
UML-17,constant-argument,org/argouml/uml/diagram/DiagramSettings.java:223,manual
UML-17,constant-argument,org/argouml/uml/diagram/ui/SettingsTabDiagramAppearance.java:234,tool-assisted
UML-17,constant-argument,org/argouml/uml/diagram/ui/SettingsTabDiagramAppearance.java:331,tool-assisted
UML-18,constant-argument,org/argouml/uml/diagram/ui/FigGeneralization.java:174,manual
UML-19,if-chain,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java:482,manual
UML-2,boolean-property,org/argouml/ui/ProjectBrowser.java:1476,manual
UML-2,null-boolean-check,org/argouml/ui/ProjectBrowser.java:702,tool-assisted
UML-2,null-boolean-check,org/argouml/ui/ProjectBrowser.java:956,tool-assisted
UML-2,boolean-property,org/argouml/ui/ProjectBrowser.java:1495,tool-assisted
UML-2,boolean-property,org/argouml/uml/ui/ActionRevertToSaved.java:83,tool-assisted
UML-20,if-chain,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java:482,manual
UML-20,enum-instanceOf,org/argouml/model/euml/CoreHelperEUMLImpl.java:2030,manual
UML-20,enum-instanceOf,org/argouml/model/mdr/CoreHelperMDRImpl.java:3421,manual
UML-21,if-chain,org/argouml/core/propertypanels/model/GetterSetterManagerImpl.java:708,manual
UML-22,override-value-set,src/argouml-app/src/org/argouml/persistence/AbstractFilePersister.java:217,manual
UML-23,str-ends,"src/argouml-app/src/org/argouml/uml/ui/SaveGraphicsManager.java:285,286,292,314",manual
UML-24,constructor-assign,src/argouml-app/src/org/argouml/kernel/ProjectImpl.java:208,manual
UML-25,null-boolean-check,src/argouml-app/src/org/argouml/ui/ProjectBrowser.java:956,manual
UML-26,properties-file,src/argouml-app/src/org/argouml/i18n/misc.properties:243,manual
UML-27,external,src/argouml-app/src/org/argouml/uml/diagram/static_structure/ui/StylePanelFigClass.java:83,manual
UML-28,constant-argument,src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/UMLMultiplicityPanel.java:318,manual
UML-3,constant-argument,org/argouml/uml/reveng/Import.java:286,manual
UML-4,boolean-property,org/argouml/uml/reveng/ImportCommon.java:573,manual
UML-5,boolean-property,org/argouml/uml/reveng/DiagramInterface.java:324,manual
UML-5,boolean-property,org/argouml/uml/reveng/DiagramInterface.java:331,tool-assisted
UML-6,boolean-property,org/argouml/ui/ProjectBrowser.java:702,manual
UML-6,null-boolean-check,org/argouml/ui/ProjectBrowser.java:956,tool-assisted
UML-6,boolean-property,org/argouml/ui/ProjectBrowser.java:1476,tool-assisted
UML-6,boolean-property,org/argouml/ui/ProjectBrowser.java:1495,tool-assisted
UML-6,boolean-property,org/argouml/uml/ui/ActionRevertToSaved.java:83,tool-assisted
UML-7,constant-argument,org/argouml/uml/reveng/Import.java:294,manual
UML-8,assign-constant,org/argouml/kernel/ProjectImpl.java:210,manual
UML-9,constant-argument,org/argouml/notation/NotationSettings.java:140,manual
UML-9,constant-argument,org/argouml/kernel/ProjectSettings.java:120,tool-assisted
